City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
333,Deputatskiy,RU,69.3,139.9,20.37,83,100,3.47,overcast clouds
334,Ahipara,NZ,-35.1667,173.1667,60.62,63,89,9.73,overcast clouds
335,Broome,US,42.2506,-75.833,65.64,78,90,3.0,overcast clouds
336,Pacific Grove,US,36.6177,-121.9166,82.58,75,1,4.0,clear sky
337,Abu Samrah,SY,35.3029,37.1841,70.54,33,37,4.29,scattered clouds
338,Rio Grande,BR,-32.035,-52.0986,63.95,79,92,20.31,overcast clouds
339,Sola,VU,-13.8833,167.55,83.07,84,75,5.75,broken clouds
340,Muros,ES,42.7762,-9.0603,65.23,67,0,11.07,clear sky
341,Karratha,AU,-20.7377,116.8463,75.52,32,6,13.35,clear sky
342,Fare,PF,-16.7,-151.0167,79.43,74,27,12.77,scattered clouds
343,Aleksandrov Gay,RU,50.147,48.5704,45.99,48,1,4.43,clear sky
